569,513,6,80,68,normal
96,455,17,68,80,normal
472,353,17,68,22,normal
165,572,17,23,23,normal
441,188,17,79,53,normal
820,559,6,23,80,normal
672,427,17,23,53,normal
652,387,6,22,25,normal
166,147,1,80,22,normal
368,577,17,68,25,normal
826,721,17,80,22,normal
574,908,6,443,80,normal
126,256,6,80,443,normal
717,809,6,443,20,normal
231,565,1,53,79,normal
459,301,17,80,53,normal
612,570,1,53,80,normal
226,96,6,20,68,normal
789,598,17,23,22,normal
71,860,89,20,53,normal
475,743,6,443,80,normal
83,253,6,80,443,normal
196,556,17,68,53,normal
752,849,17,20,23,normal
190,969,17,443,79,normal
708,948,1,22,80,normal
373,480,17,22,443,normal
723,433,6,53,25,normal
444,196,17,80,79,normal
94,495,17,23,22,normal
357,31,17,25,80,normal
395,880,17,20,80,normal
942,922,6,79,53,normal
740,787,6,23,23,normal
718,345,1,20,80,normal
395,113,17,80,80,normal
201,295,17,443,80,normal
400,431,6,53,68,normal
291,827,17,80,80,normal
266,329,17,68,14,anomaly
300,774,6,53,443,normal
613,691,6,20,80,normal
562,291,17,23,79,normal
892,138,17,53,22,normal
535,364,6,80,25,normal
332,957,89,80,443,normal
61,230,6,53,23,normal
738,131,1,443,23,normal
124,356,6,80,23,normal
228,485,17,53,23,normal
17,902,6,80,22,normal
32,609,1,25,25,normal
337,770,6,20,80,normal
204,904,1,20,25,normal
34,691,6,25,53,normal
658,843,6,22,68,normal
540,71,6,23,23,normal
428,739,1,22,23,normal
890,265,17,443,53,normal
33,198,1,25,20,normal
804,391,6,80,53,normal
620,281,17,53,80,normal
815,840,89,20,443,normal
87,134,17,79,80,normal
705,897,17,443,53,normal
499,256,6,443,25,normal
904,469,6,25,53,normal
452,817,17,20,23,normal
236,92,17,20,22,normal
695,817,17,22,20,normal
876,116,17,443,80,normal
282,238,1,443,53,normal
28,989,6,22,25,normal
51,811,1,68,20,normal
228,23,17,53,53,normal
253,882,1,22,80,normal
867,822,6,80,80,normal
807,869,6,20,23,normal
511,414,6,53,80,normal
542,363,17,53,20,normal
431,866,6,22,53,normal
815,621,1,25,23,normal
300,725,6,20,53,normal
949,116,6,79,68,normal
798,616,17,23,53,normal
206,154,6,20,53,normal
327,248,17,80,80,normal
919,409,17,80,80,normal
918,760,17,443,23,normal
356,537,6,443,68,normal
264,456,6,53,443,normal
79,727,17,80,80,normal
722,747,89,53,20,normal
163,213,17,79,22,normal
425,752,6,80,23,normal
700,49,17,25,22,normal
673,179,89,80,22,normal
181,507,6,79,53,normal
998,665,17,80,80,normal
518,338,6,25,22,normal
382,872,6,23,22,normal
79,432,6,23,53,normal
779,700,6,53,443,normal
850,456,17,23,80,normal
580,474,6,80,443,normal
337,470,17,68,53,normal
606,443,6,25,80,normal
990,708,6,79,25,normal
679,110,6,443,80,normal
67,155,17,80,80,normal
644,131,6,25,53,normal
515,569,17,25,22,normal
417,67,6,80,80,normal
449,230,1,23,443,normal
437,178,6,68,443,normal
242,257,6,53,20,normal
692,559,17,53,53,normal
635,49,17,53,68,normal
461,658,17,53,25,normal
203,236,17,53,80,normal
667,225,6,80,80,normal
761,178,6,22,23,normal
663,953,1,80,53,normal
347,936,6,443,80,normal
152,983,6,25,23,normal
415,714,6,53,23,normal
990,450,6,53,80,normal
148,242,6,53,23,normal
182,504,1,443,79,normal
980,382,89,80,25,normal
96,213,6,80,80,normal
650,226,6,80,53,normal
979,386,1,22,443,normal
990,616,17,79,22,normal
505,731,17,80,53,normal
154,713,17,443,80,normal
709,392,17,80,443,normal
719,736,17,23,23,normal
117,21,17,80,23,normal
398,767,6,25,68,normal
477,935,6,23,80,normal
536,847,17,20,23,normal
509,1,6,53,22,normal
274,483,6,443,53,normal
859,583,17,80,53,normal
375,564,6,25,443,normal
83,75,6,80,22,normal
250,483,17,20,20,normal
840,902,6,68,79,normal
347,666,6,22,23,normal
22,148,17,53,80,normal
259,260,6,53,80,normal
565,44,17,443,80,normal
79,497,6,80,80,normal
337,510,17,443,80,normal
558,45,6,80,53,normal
311,1,6,53,53,normal
943,944,17,22,80,normal
959,693,1,25,53,normal
282,417,6,68,53,normal
622,273,6,68,23,normal
82,223,6,22,22,normal
910,6,17,53,22,normal
10,782,17,68,25,normal
10,623,17,80,20,normal
813,572,6,23,22,normal
807,662,6,20,53,normal
624,525,6,53,22,normal
915,628,89,80,23,normal
464,760,17,68,25,normal
467,85,6,20,80,normal
316,804,6,53,22,normal
285,237,17,53,22,normal
410,508,89,53,443,normal
119,852,6,22,80,normal
49,613,17,53,20,normal
201,582,89,80,23,normal
645,199,6,53,53,normal
176,1000,6,80,80,normal
354,989,6,23,80,normal
715,771,6,80,23,normal
11,290,17,23,22,normal
270,556,89,53,22,normal
195,749,17,22,23,normal
986,215,17,80,23,normal
672,42,17,443,25,normal
64,135,6,80,23,normal
815,459,17,22,80,normal
33,194,6,443,80,normal
308,442,1,80,23,normal
417,488,17,80,79,normal
95,949,17,20,68,normal
67,774,6,23,68,normal
563,600,6,53,443,normal
50,400,6,23,443,normal
740,91,17,53,25,normal
244,989,6,23,53,normal
380,575,1,25,25,normal
442,520,17,25,443,normal
797,5,1,443,80,normal
63,947,17,20,443,normal
496,603,17,80,20,normal
309,773,17,25,80,normal
306,155,1,80,80,normal
879,527,17,53,443,normal
335,172,17,20,53,normal
989,298,6,443,23,normal
493,131,1,25,79,normal
848,497,6,22,443,normal
118,190,6,20,20,normal
953,144,17,20,22,normal
335,842,6,53,443,normal
271,986,6,443,443,normal
574,299,6,25,80,normal
683,884,17,23,25,normal
696,798,1,80,80,normal
458,305,6,22,53,normal
747,642,6,80,23,normal
10,792,6,443,23,normal
634,432,17,20,25,normal
487,210,6,22,25,normal
363,868,6,443,53,normal
99,458,17,23,443,normal
668,296,17,53,53,normal
265,618,1,80,23,normal
307,43,17,53,23,normal
301,505,89,80,25,normal
962,994,6,443,53,normal
759,875,6,20,25,normal
70,531,89,25,25,normal
821,621,17,23,53,normal
547,19,6,80,80,normal
343,46,89,80,23,normal
277,690,6,443,53,normal
203,132,89,23,22,normal
104,564,17,23,80,normal
487,678,17,80,25,normal
14,8,6,22,23,normal
585,529,1,20,23,normal
367,313,6,23,53,normal
280,648,17,23,53,normal
337,558,6,53,79,normal
220,37,6,20,20,normal
504,416,6,22,23,normal
384,852,17,443,22,normal
552,719,6,80,68,normal
528,696,6,80,20,normal
726,918,17,20,25,normal
231,163,6,80,80,normal
781,131,6,23,79,normal
58,727,6,53,79,normal
363,372,17,20,443,normal
153,596,6,22,23,normal
369,951,6,443,20,normal
485,370,6,68,25,normal
226,285,17,25,80,normal
459,275,17,79,20,normal
296,254,6,23,80,normal
770,292,6,20,22,normal
347,543,89,23,79,normal
368,466,17,53,20,normal
73,194,17,443,53,normal
391,992,6,443,53,normal
374,405,6,25,23,normal
600,704,1,53,80,normal
781,474,17,79,25,normal
501,408,6,25,68,normal
581,301,6,68,80,normal
410,143,17,23,53,normal
548,972,6,80,68,normal
519,123,6,80,80,normal
697,631,6,68,80,normal
781,706,6,23,53,normal
364,865,17,23,53,normal
949,19,17,443,53,normal
721,2,17,80,23,normal
641,57,17,53,79,normal
926,493,17,22,22,normal
781,155,6,79,53,normal
122,985,89,79,80,normal
804,696,6,23,53,normal
685,87,6,23,23,normal
41,893,17,80,80,normal
727,690,1,80,53,normal
92,780,17,443,22,normal
259,644,6,53,22,normal
226,743,6,20,80,normal
719,552,6,443,25,normal
659,755,17,443,443,normal
622,963,1,80,53,normal
475,886,17,22,79,normal
606,329,17,80,4,anomaly
571,955,6,443,25,normal
272,616,17,23,20,normal
128,184,6,20,443,normal
763,26,17,53,80,normal
612,172,6,79,53,normal
338,15,17,25,53,normal
608,144,17,20,68,normal
553,389,6,80,22,normal
950,958,17,79,23,normal
112,447,17,20,68,normal
597,541,6,25,443,normal
785,758,6,80,20,normal
517,163,17,23,53,normal
804,275,17,53,22,normal
306,425,6,25,25,normal
220,813,6,53,80,normal
885,804,6,20,53,normal
30,96,17,20,80,normal
284,965,17,22,79,normal
469,6,6,80,20,normal
657,323,17,79,53,normal
37,344,6,53,25,normal
62,556,6,22,80,normal
846,107,17,80,79,normal
311,869,17,80,80,normal
17,464,6,53,53,normal
772,348,6,22,23,normal
438,701,1,25,23,normal
695,576,6,23,20,normal
100,235,6,443,443,normal
573,339,17,23,80,normal
524,311,6,23,443,normal
795,894,17,443,53,normal
20,33,17,68,20,normal
875,816,6,22,80,normal
487,998,6,53,22,normal
273,435,17,22,23,normal
869,11,6,80,80,normal
773,96,17,80,53,normal
113,236,17,53,68,normal
732,61,17,80,53,normal
693,717,6,79,25,normal
831,418,17,68,80,normal
377,821,17,443,53,normal
216,173,17,25,23,normal
903,738,89,53,23,normal
628,326,1,80,80,normal
74,932,6,53,20,normal
767,864,6,443,79,normal
408,694,6,68,22,normal
486,932,17,53,23,normal
337,363,89,443,25,normal
376,820,17,80,53,normal
205,504,17,53,80,normal
526,90,17,80,68,normal
550,889,6,80,23,normal
924,868,6,53,79,normal
703,518,17,23,53,normal
11,920,17,23,20,normal
863,966,17,20,53,normal
598,623,17,22,80,normal
233,211,6,80,20,normal
575,897,17,25,443,normal
20,202,17,22,22,normal
247,180,6,80,25,normal
383,417,17,80,25,normal
363,963,17,23,80,normal
959,708,17,23,443,normal
808,118,1,443,79,normal
33,922,6,53,25,normal
826,921,17,25,80,normal
339,934,17,22,25,normal
326,795,17,443,23,normal
343,383,17,53,22,normal
978,846,17,20,443,normal
720,386,17,80,443,normal
505,729,6,79,80,normal
127,857,6,22,80,normal
558,805,6,68,53,normal
311,869,17,23,80,normal
492,563,17,53,80,normal
466,719,17,25,53,normal
398,386,6,20,23,normal
351,197,6,20,22,normal
211,941,6,53,68,normal
519,978,6,53,79,normal
57,76,89,443,25,normal
550,994,17,53,80,normal
231,240,6,53,80,normal
189,60,17,22,22,normal
621,508,17,23,23,normal
241,894,17,20,20,normal
100,325,6,22,68,normal
328,472,6,23,80,normal
334,406,17,23,25,normal
455,670,6,79,22,normal
554,791,17,68,443,normal
565,922,6,22,22,normal
868,431,17,53,23,normal
512,338,17,443,20,normal
688,660,17,53,68,normal
791,983,6,80,25,normal
797,714,17,80,443,normal
658,409,17,53,443,normal
776,464,6,53,443,normal
846,223,17,80,80,normal
174,860,17,25,22,normal
787,111,17,68,23,normal
139,820,6,23,53,normal
326,458,17,20,53,normal
458,481,17,22,80,normal
611,28,6,53,80,normal
535,467,17,25,20,normal
810,485,17,20,80,normal
272,178,6,80,68,normal
998,716,6,53,22,normal
329,777,17,80,79,normal
661,675,17,22,22,normal
914,474,1,22,79,normal
840,25,6,443,53,normal
84,42,17,53,23,normal
475,158,6,443,53,normal
129,354,6,53,80,normal
649,655,89,80,25,normal
478,740,6,53,80,normal
167,18,17,20,23,normal
342,736,6,79,79,normal
33,865,6,80,20,normal
89,875,6,443,20,normal
411,283,1,23,53,normal
719,642,17,22,80,normal
61,138,17,23,53,normal
943,259,6,25,25,normal
266,147,6,53,80,normal
426,184,6,23,80,normal
633,128,17,53,23,normal
677,539,17,22,53,normal
454,41,6,53,79,normal
919,639,1,68,53,normal
682,498,6,80,53,normal
291,920,17,25,23,normal
612,340,1,23,443,normal
268,205,17,22,20,normal
505,76,6,23,53,normal
756,153,6,53,443,normal
863,581,6,23,20,normal
667,588,17,25,53,normal
276,883,6,53,53,normal
819,842,17,443,53,normal
697,684,6,25,22,normal
43,856,17,22,25,normal
574,273,17,53,20,normal
747,265,6,22,443,normal
259,899,6,53,80,normal
787,86,17,53,25,normal
701,403,17,80,80,normal
682,721,17,79,53,normal
379,453,89,53,23,normal
612,434,17,80,443,normal
545,699,17,53,25,normal
441,585,6,443,80,normal
556,826,1,80,20,normal
551,684,17,68,80,normal
138,53,6,25,80,normal
236,125,6,25,443,normal
346,383,17,25,22,normal
297,230,17,80,79,normal
926,240,17,80,53,normal
471,879,17,443,68,normal
783,305,6,79,80,normal
431,703,17,53,79,normal
639,680,17,79,443,normal
14,390,6,23,443,normal
740,369,6,25,25,normal
622,193,6,20,80,normal
520,629,17,53,80,normal
76,327,6,443,80,normal
197,935,6,22,80,normal
472,707,6,79,80,normal
371,670,17,80,22,normal
794,726,17,80,22,normal
417,373,6,53,53,normal
270,288,17,80,79,normal
391,615,6,53,25,normal
215,638,17,80,68,normal
14,427,6,443,80,normal
611,763,17,80,20,normal
685,830,17,23,23,normal
517,85,6,443,22,normal
282,368,17,68,53,normal
239,927,6,53,443,normal
835,83,17,79,23,normal
253,400,6,53,23,normal
2,592,6,23,53,normal
162,797,6,53,22,normal
478,217,17,53,80,normal
937,64,6,53,443,normal
243,890,17,443,53,normal
685,655,6,80,53,normal
478,452,6,53,80,normal
305,543,6,443,443,normal
81,629,1,53,53,normal
997,347,17,443,22,normal
512,839,17,53,53,normal
443,604,1,53,23,normal
332,899,17,23,53,normal
636,198,17,20,443,normal
196,15,1,22,443,normal
992,89,17,80,53,normal
447,151,17,23,22,normal
